Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,State,Country,Region,Market,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
31786,CA-2012-CW11905140-41068,06/08/2021,06/12/2021,Second Class,CW-119051402,Home Office,Texas,United States,Central US,USCA,TEC-AC-5119,Technology,Accessories, $63.98 ,2,20.00%, $10.40 , $9.10 ,Medium
31307,CA-2012-BH11710140-41068,06/08/2021,06/13/2021,Standard Class,BH-117101404,Consumer,California,United States,Western US,USCA,FUR-TA-3767,Furniture,Tables," $1,706.18 ",9,20.00%, $85.31 , $82.17 ,Medium
2470,MX-2012-ER1385531-41068,06/08/2021,06/14/2021,Standard Class,ER-1385531,Corporate,Cienfuegos,Cuba,Caribbean,LATAM,FUR-FU-5741,Furniture,Furnishings, $110.88 ,7,0.00%, $26.60 , $8.03 ,Medium
32157,CA-2012-CM12445140-41068,06/08/2021,06/15/2021,Standard Class,CM-124451404,Consumer,California,United States,Western US,USCA,OFF-FA-6129,Office Supplies,Fasteners, $7.36 ,2,0.00%, $0.15 , $1.84 ,Low
42574,UG-2012-AG390136-41069,06/09/2021,06/13/2021,Standard Class,AG-390136,Consumer,Gulu,Uganda,Eastern Africa,Africa,TEC-AC-3389,Technology,Accessories, $67.57 ,2,70.00%, $(45.05), $8.96 ,High
42577,UG-2012-AG390136-41069,06/09/2021,06/13/2021,Standard Class,AG-390136,Consumer,Gulu,Uganda,Eastern Africa,Africa,OFF-ST-6275,Office Supplies,Storage, $16.12 ,1,70.00%, $(31.19), $1.97 ,High
25786,IN-2012-FM142157-41069,06/09/2021,06/15/2021,Standard Class,FM-142157,Corporate,Victoria,Australia,Oceania,Asia Pacific,OFF-ST-5696,Office Supplies,Storage, $82.94 ,3,10.00%, $18.41 , $8.03 ,Medium
21675,IN-2012-JM1553566-41069,06/09/2021,06/16/2021,Standard Class,JM-1553566,Consumer,Saga,Japan,Eastern Asia,Asia Pacific,FUR-CH-5806,Furniture,Chairs, $331.02 ,2,0.00%, $158.88 , $31.94 ,Low
21674,IN-2012-JM1553566-41069,06/09/2021,06/16/2021,Standard Class,JM-1553566,Consumer,Saga,Japan,Eastern Asia,Asia Pacific,OFF-SU-2980,Office Supplies,Supplies, $59.22 ,2,0.00%, $5.28 , $7.35 ,Low
16146,ES-2012-TB2135564-41070,06/10/2021,06/10/2021,Same Day,TB-2135564,Corporate,Lombardy,Italy,Southern Europe,Europe,OFF-BI-3290,Office Supplies,Binders, $17.73 ,3,0.00%, $6.30 , $2.94 ,Critical
9188,MX-2012-MT1781539-41070,06/10/2021,06/13/2021,First Class,MT-1781539,Consumer,San Salvador,El Salvador,Central America,LATAM,FUR-CH-5433,Furniture,Chairs, $231.72 ,6,0.00%, $94.92 , $20.40 ,Medium
42356,EG-2012-AJ79538-41070,06/10/2021,06/14/2021,Standard Class,AJ-79538,Corporate,Al Minya,Egypt,North Africa,Africa,OFF-EN-5037,Office Supplies,Envelopes, $25.29 ,1,0.00%, $4.53 , $4.07 ,High
42355,EG-2012-AJ79538-41070,06/10/2021,06/14/2021,Standard Class,AJ-79538,Corporate,Al Minya,Egypt,North Africa,Africa,OFF-EN-4915,Office Supplies,Envelopes, $237.42 ,6,0.00%, $90.18 , $25.47 ,High
7011,US-2012-TS2108536-41070,06/10/2021,06/14/2021,Standard Class,TS-2108536,Consumer,Duarte,Dominican Republic,Caribbean,LATAM,OFF-AR-6115,Office Supplies,Art, $23.97 ,2,20.00%, $6.29 , $2.63 ,High
874,MX-2012-CR1282051-41070,06/10/2021,06/16/2021,Standard Class,CR-1282051,Home Office,Guatemala,Guatemala,Central America,LATAM,OFF-AP-3879,Office Supplies,Appliances, $344.00 ,10,0.00%, $168.40 , $30.78 ,Medium
12210,ES-2012-HE1480014-41072,06/12/2021,06/15/2021,First Class,HE-1480014,Corporate,Antwerp,Belgium,Western Europe,Europe,OFF-ST-5687,Office Supplies,Storage, $73.35 ,3,0.00%, $-   , $10.81 ,High
6472,MX-2012-AW1084031-41072,06/12/2021,06/17/2021,Standard Class,AW-1084031,Consumer,Granma,Cuba,Caribbean,LATAM,TEC-AC-4164,Technology,Accessories, $224.40 ,3,0.00%, $85.26 , $11.91 ,Medium
6471,MX-2012-AW1084031-41072,06/12/2021,06/17/2021,Standard Class,AW-1084031,Consumer,Granma,Cuba,Caribbean,LATAM,OFF-LA-6062,Office Supplies,Labels, $6.34 ,1,0.00%, $2.20 , $1.55 ,Medium
45303,CM-2012-AC42022-41073,06/13/2021,06/16/2021,Second Class,AC-42022,Corporate,Ouest,Cameroon,Central Africa,Africa,TEC-PH-3145,Technology,Phones, $136.74 ,1,0.00%, $13.65 , $14.62 ,High
50575,NI-2012-EH399095-41073,06/13/2021,06/17/2021,Standard Class,EH-399095,Consumer,Adamawa,Nigeria,Western Africa,Africa,OFF-SU-4117,Office Supplies,Supplies, $10.47 ,1,70.00%, $(10.47), $2.14 ,High
50573,NI-2012-EH399095-41073,06/13/2021,06/17/2021,Standard Class,EH-399095,Consumer,Adamawa,Nigeria,Western Africa,Africa,FUR-FU-3942,Furniture,Furnishings, $64.24 ,2,70.00%, $(62.12), $5.64 ,High
23024,ID-2012-PF19120102-41073,06/13/2021,06/18/2021,Standard Class,PF-19120102,Consumer,National Capital,Philippines,Southeastern Asia,Asia Pacific,OFF-SU-4123,Office Supplies,Supplies, $8.48 ,1,45.00%, $(3.25), $1.65 ,Medium
13857,ES-2012-TP21565139-41073,06/13/2021,06/19/2021,Standard Class,TP-21565139,Corporate,England,United Kingdom,Northern Europe,Europe,OFF-AR-6117,Office Supplies,Art, $50.76 ,2,0.00%, $16.74 , $3.33 ,Medium
36517,CA-2012-SR20425140-41073,06/13/2021,06/19/2021,Standard Class,SR-204251402,Home Office,Michigan,United States,Central US,USCA,FUR-BO-4667,Furniture,Bookcases, $212.94 ,3,0.00%, $57.49 , $11.48 ,Medium
49368,IZ-2012-SH997561-41073,06/13/2021,06/20/2021,Standard Class,SH-997561,Corporate,Baghdad,Iraq,Western Asia,Asia Pacific,TEC-CO-3703,Technology,Copiers, $288.36 ,2,0.00%, $14.40 , $39.92 ,Medium
45940,AG-2012-RS97653-41074,06/14/2021,06/14/2021,Same Day,RS-97653,Corporate,Alger,Algeria,North Africa,Africa,OFF-LA-5402,Office Supplies,Labels, $11.37 ,1,0.00%, $4.08 , $3.80 ,Critical
4882,MX-2012-LT1676531-41074,06/14/2021,06/16/2021,Second Class,LT-1676531,Consumer,Las Tunas,Cuba,Caribbean,LATAM,OFF-BI-3717,Office Supplies,Binders, $27.00 ,3,0.00%, $4.86 , $4.95 ,High
44488,RO-2012-GM4695107-41074,06/14/2021,06/17/2021,First Class,GM-4695107,Corporate,Iasi,Romania,Eastern Europe,Europe,OFF-LA-4657,Office Supplies,Labels, $9.03 ,1,0.00%, $4.50 , $1.84 ,Critical
43728,NI-2012-CC247595-41074,06/14/2021,06/18/2021,Standard Class,CC-247595,Consumer,Kano,Nigeria,Western Africa,Africa,FUR-BO-5748,Furniture,Bookcases, $50.65 ,1,70.00%, $(69.23), $5.76 ,High
45632,NI-2012-JK537095-41074,06/14/2021,06/19/2021,Standard Class,JK-537095,Consumer,Rivers,Nigeria,Western Africa,Africa,FUR-BO-3640,Furniture,Bookcases, $660.31 ,6,70.00%, $(836.57), $51.61 ,Medium
6753,MX-2012-KM1637518-41074,06/14/2021,06/19/2021,Standard Class,KM-1637518,Home Office,Pernambuco,Brazil,South America,LATAM,OFF-BI-2883,Office Supplies,Binders, $80.32 ,4,0.00%, $6.40 , $6.80 ,Medium
11601,ES-2012-JF1556564-41075,06/15/2021,06/16/2021,First Class,JF-1556564,Consumer,Lazio,Italy,Southern Europe,Europe,OFF-AP-4500,Office Supplies,Appliances, $561.30 ,2,0.00%, $33.66 , $156.78 ,High
11600,ES-2012-JF1556564-41075,06/15/2021,06/16/2021,First Class,JF-1556564,Consumer,Lazio,Italy,Southern Europe,Europe,TEC-CO-6004,Technology,Copiers, $248.82 ,2,0.00%, $39.78 , $51.71 ,High
2533,MX-2012-AB1016551-41075,06/15/2021,06/18/2021,Second Class,AB-1016551,Consumer,Guatemala,Guatemala,Central America,LATAM,TEC-PH-3142,Technology,Phones, $130.56 ,3,0.00%, $30.00 , $11.10 ,Medium
17060,ES-2012-RH19510139-41075,06/15/2021,06/19/2021,Standard Class,RH-19510139,Home Office,England,United Kingdom,Northern Europe,Europe,TEC-MA-5575,Technology,Machines, $605.10 ,5,0.00%, $266.10 , $60.10 ,High
34210,CA-2012-CK12205140-41075,06/15/2021,06/20/2021,Standard Class,CK-122051406,Consumer,New York,United States,Eastern US,USCA,OFF-BI-4837,Office Supplies,Binders, $39.55 ,3,20.00%, $14.34 , $2.68 ,Medium
33792,CA-2012-SC20575140-41075,06/15/2021,06/21/2021,Standard Class,SC-205751402,Consumer,Indiana,United States,Central US,USCA,FUR-CH-4410,Furniture,Chairs, $647.84 ,8,0.00%, $32.39 , $39.24 ,Medium
25199,IN-2012-SW2027527-41076,06/16/2021,06/18/2021,Second Class,SW-2027527,Consumer,Gansu,China,Eastern Asia,Asia Pacific,OFF-PA-6610,Office Supplies,Paper, $29.88 ,2,0.00%, $0.54 , $5.09 ,High
20674,IN-2012-BW1111027-41076,06/16/2021,06/18/2021,First Class,BW-1111027,Corporate,Beijing,China,Eastern Asia,Asia Pacific,FUR-TA-3420,Furniture,Tables," $3,238.31 ",5,30.00%, $(740.30), $449.18 ,High
19282,ES-2012-JM1526545-41076,06/16/2021,06/18/2021,First Class,JM-1526545,Corporate,Aquitaine-Limousin-Poitou-Charentes,France,Western Europe,Europe,OFF-BI-4803,Office Supplies,Binders, $89.73 ,3,0.00%, $35.82 , $22.15 ,Critical
6632,MX-2012-RW1963093-41076,06/16/2021,06/19/2021,First Class,RW-1963093,Corporate,Managua,Nicaragua,Central America,LATAM,OFF-SU-4320,Office Supplies,Supplies, $95.28 ,3,0.00%, $26.64 , $17.53 ,High
41193,CA-2012-JF15415140-41076,06/16/2021,06/19/2021,Second Class,JF-154151402,Consumer,Illinois,United States,Central US,USCA,OFF-PA-6442,Office Supplies,Paper, $62.02 ,2,20.00%, $22.48 , $8.67 ,High
11441,IT-2012-JG15115124-41076,06/16/2021,06/20/2021,Standard Class,JG-15115124,Consumer,Västra Götaland,Sweden,Northern Europe,Europe,FUR-CH-4530,Furniture,Chairs, $714.15 ,3,50.00%, $(142.83), $54.10 ,Medium
1936,MX-2012-KT1646518-41076,06/16/2021,06/20/2021,Standard Class,KT-1646518,Consumer,Pernambuco,Brazil,South America,LATAM,TEC-PH-3141,Technology,Phones, $87.16 ,2,0.00%, $31.36 , $4.83 ,High
1937,MX-2012-KT1646518-41076,06/16/2021,06/20/2021,Standard Class,KT-1646518,Consumer,Pernambuco,Brazil,South America,LATAM,TEC-MA-4189,Technology,Machines, $93.06 ,3,0.00%, $8.34 , $9.25 ,High
38114,CA-2012-GH14425140-41076,06/16/2021,06/20/2021,Standard Class,GH-144251404,Consumer,Washington,United States,Western US,USCA,OFF-BI-4340,Office Supplies,Binders," $3,266.38 ",3,20.00%," $1,061.57 ", $193.20 ,Medium
38113,CA-2012-GH14425140-41076,06/16/2021,06/20/2021,Standard Class,GH-144251404,Consumer,Washington,United States,Western US,USCA,OFF-FA-5459,Office Supplies,Fasteners, $17.90 ,5,0.00%, $8.95 , $1.26 ,Medium
7638,MX-2012-CJ1201082-41076,06/16/2021,06/21/2021,Standard Class,CJ-1201082,Consumer,Sonora,Mexico,Central America,LATAM,OFF-BI-6377,Office Supplies,Binders, $23.10 ,3,0.00%, $1.38 , $4.09 ,High
7727,MX-2012-KN1645031-41076,06/16/2021,06/21/2021,Second Class,KN-1645031,Corporate,Las Tunas,Cuba,Caribbean,LATAM,FUR-CH-4563,Furniture,Chairs, $960.64 ,8,0.00%, $278.56 , $58.76 ,Medium
2525,MX-2012-TW2102528-41076,06/16/2021,06/21/2021,Standard Class,TW-2102528,Home Office,Boyacá,Colombia,South America,LATAM,FUR-BO-3630,Furniture,Bookcases, $83.56 ,1,0.00%, $30.08 , $15.79 ,High
45628,KZ-2012-DF313568-41077,06/17/2021,06/19/2021,First Class,DF-313568,Consumer,Almaty,Kazakhstan,Central Asia,Asia Pacific,TEC-AC-5127,Technology,Accessories, $8.13 ,1,70.00%, $(12.75), $2.13 ,High
16679,IT-2012-RB19330120-41077,06/17/2021,06/19/2021,Second Class,RB-19330120,Consumer,Navarra,Spain,Southern Europe,Europe,TEC-PH-5263,Technology,Phones, $262.76 ,2,10.00%, $102.14 , $21.79 ,High
5945,MX-2012-CM1244582-41077,06/17/2021,06/21/2021,Standard Class,CM-1244582,Consumer,Distrito Federal,Mexico,Central America,LATAM,FUR-CH-5447,Furniture,Chairs, $147.71 ,2,20.00%, $12.91 , $17.73 ,High
4257,US-2012-LO1717082-41077,06/17/2021,06/22/2021,Second Class,LO-1717082,Corporate,Jalisco,Mexico,Central America,LATAM,FUR-BO-3905,Furniture,Bookcases, $518.78 ,8,20.00%, $58.30 , $40.81 ,High
41061,CA-2012-MC18100140-41077,06/17/2021,06/22/2021,Standard Class,MC-181001404,Consumer,California,United States,Western US,USCA,TEC-PH-5603,Technology,Phones, $139.80 ,5,20.00%, $12.23 , $13.80 ,Medium
19340,ES-2012-JD16015120-41077,06/17/2021,06/24/2021,Standard Class,JD-16015120,Consumer,Castile and León,Spain,Southern Europe,Europe,TEC-MA-5495,Technology,Machines, $410.67 ,9,10.00%, $(36.72), $24.92 ,Low
4723,US-2012-Co12640143-41079,06/19/2021,06/21/2021,First Class,Co-12640143,Consumer,Lara,Venezuela,South America,LATAM,TEC-PH-5840,Technology,Phones, $764.93 ,3,40.00%, $(306.01), $176.18 ,Critical
41411,IZ-2012-TT1122061-41079,06/19/2021,06/22/2021,First Class,TT-1122061,Consumer,Baghdad,Iraq,Western Asia,Asia Pacific,OFF-BI-6385,Office Supplies,Binders, $49.32 ,1,0.00%, $5.40 , $8.56 ,Medium
19844,IT-2012-PJ1883548-41079,06/19/2021,06/22/2021,Second Class,PJ-1883548,Corporate,North Rhine-Westphalia,Germany,Western Europe,Europe,OFF-EN-5034,Office Supplies,Envelopes, $80.10 ,2,0.00%, $3.96 , $10.83 ,Medium
19480,IT-2012-JH1598545-41079,06/19/2021,06/23/2021,Standard Class,JH-1598545,Consumer,Languedoc-Roussillon-Midi-Pyrénées,France,Western Europe,Europe,TEC-PH-5346,Technology,Phones, $346.70 ,6,15.00%, $(24.64), $21.52 ,Medium
43281,NI-2012-AS63095-41079,06/19/2021,06/24/2021,Standard Class,AS-63095,Home Office,Anambra,Nigeria,Western Africa,Africa,OFF-ST-6031,Office Supplies,Storage, $76.48 ,2,70.00%, $(175.94), $3.73 ,Medium
41733,CG-2012-KN670533-41079,06/19/2021,06/24/2021,Standard Class,KN-670533,Home Office,Katanga,Democratic Republic of the Congo,Central Africa,Africa,TEC-AC-3396,Technology,Accessories, $115.50 ,2,0.00%, $49.62 , $13.23 ,High
49616,SA-2012-SP10620110-41079,06/19/2021,06/24/2021,Second Class,SP-10620110,Corporate,Makkah,Saudi Arabia,Western Asia,Asia Pacific,OFF-LA-6045,Office Supplies,Labels, $66.60 ,6,0.00%, $3.96 , $7.87 ,Medium
5102,MX-2012-VG2180582-41079,06/19/2021,06/24/2021,Standard Class,VG-2180582,Corporate,Guanajuato,Mexico,Central America,LATAM,TEC-CO-6008,Technology,Copiers, $159.68 ,2,0.20%, $70.08 , $7.20 ,Medium
7935,US-2012-JK1520582-41079,06/19/2021,06/25/2021,Standard Class,JK-1520582,Consumer,Sonora,Mexico,Central America,LATAM,FUR-FU-3035,Furniture,Furnishings, $307.27 ,7,40.00%, $(20.61), $38.24 ,Low
39442,US-2012-Co12640140-41079,06/19/2021,06/26/2021,Standard Class,Co-126401402,Consumer,Oklahoma,United States,Central US,USCA,OFF-AP-4718,Office Supplies,Appliances, $471.90 ,6,0.00%, $155.73 , $48.89 ,Low
33975,US-2012-SV20785140-41080,06/20/2021,06/20/2021,Same Day,SV-207851404,Consumer,Colorado,United States,Western US,USCA,OFF-BI-3324,Office Supplies,Binders, $25.16 ,2,70.00%, $(16.78), $1.43 ,High
10253,US-2012-SZ2003518-41080,06/20/2021,06/22/2021,Second Class,SZ-2003518,Home Office,Minas Gerais,Brazil,South America,LATAM,FUR-BO-3631,Furniture,Bookcases, $132.26 ,4,60.00%, $(119.10), $16.72 ,High
31988,US-2012-NP18325140-41080,06/20/2021,06/22/2021,Second Class,NP-183251408,Consumer,Virginia,United States,Southern US,USCA,OFF-ST-5666,Office Supplies,Storage, $36.84 ,3,0.00%, $10.32 , $3.84 ,High
35709,CA-2012-TB21280140-41080,06/20/2021,06/23/2021,First Class,TB-212801406,Consumer,New York,United States,Eastern US,USCA,TEC-PH-4380,Technology,Phones, $617.97 ,3,0.00%, $160.67 , $145.46 ,High
35708,CA-2012-TB21280140-41080,06/20/2021,06/23/2021,First Class,TB-212801406,Consumer,New York,United States,Eastern US,USCA,OFF-PA-5227,Office Supplies,Paper, $19.65 ,3,0.00%, $9.04 , $3.86 ,High
26562,IN-2012-CT1199558-41080,06/20/2021,06/24/2021,Standard Class,CT-1199558,Consumer,Rajasthan,India,Southern Asia,Asia Pacific,OFF-LA-3315,Office Supplies,Labels, $10.08 ,2,0.00%, $0.48 , $1.48 ,Medium
30329,IN-2012-AI1085592-41080,06/20/2021,06/25/2021,Second Class,AI-1085592,Consumer,Wellington,New Zealand,Oceania,Asia Pacific,OFF-AR-3527,Office Supplies,Art, $109.80 ,2,0.00%, $43.92 , $24.71 ,High
17109,IT-2012-SC2077091-41081,06/21/2021,06/23/2021,Second Class,SC-2077091,Corporate,Overijssel,Netherlands,Western Europe,Europe,OFF-SU-4305,Office Supplies,Supplies, $144.99 ,9,50.00%, $(52.38), $24.27 ,High
33453,CA-2012-DV13465140-41081,06/21/2021,06/23/2021,First Class,DV-134651402,Consumer,Minnesota,United States,Central US,USCA,OFF-ST-5422,Office Supplies,Storage, $501.81 ,3,0.00%, $-   , $55.62 ,Medium
14496,ES-2012-CS1213048-41081,06/21/2021,06/24/2021,Second Class,CS-1213048,Consumer,North Rhine-Westphalia,Germany,Western Europe,Europe,OFF-FA-3061,Office Supplies,Fasteners, $112.32 ,8,0.00%, $24.48 , $16.03 ,Medium
29686,IN-2012-SC2023058-41081,06/21/2021,06/25/2021,Standard Class,SC-2023058,Corporate,Tamil Nadu,India,Southern Asia,Asia Pacific,FUR-BO-5762,Furniture,Bookcases," $2,637.00 ",6,0.00%, $184.50 , $200.83 ,Medium
13957,ES-2012-DC1328548-41081,06/21/2021,06/25/2021,Standard Class,DC-1328548,Consumer,North Rhine-Westphalia,Germany,Western Europe,Europe,FUR-CH-4544,Furniture,Chairs, $807.73 ,6,10.00%, $197.35 , $69.78 ,Medium
13189,ES-2012-CV1280548-41081,06/21/2021,06/25/2021,Standard Class,CV-1280548,Corporate,Rhineland-Palatinate,Germany,Western Europe,Europe,FUR-BO-3905,Furniture,Bookcases, $218.86 ,2,10.00%, $82.66 , $35.16 ,High
13190,ES-2012-CV1280548-41081,06/21/2021,06/25/2021,Standard Class,CV-1280548,Corporate,Rhineland-Palatinate,Germany,Western Europe,Europe,OFF-AP-4968,Office Supplies,Appliances, $228.83 ,3,10.00%, $50.81 , $33.90 ,High
13192,ES-2012-CV1280548-41081,06/21/2021,06/25/2021,Standard Class,CV-1280548,Corporate,Rhineland-Palatinate,Germany,Western Europe,Europe,TEC-PH-3793,Technology,Phones, $353.76 ,4,0.00%, $141.48 , $19.33 ,High
7424,MX-2012-TC2147518-41081,06/21/2021,06/25/2021,Standard Class,TC-2147518,Home Office,Pará,Brazil,South America,LATAM,FUR-BO-3646,Furniture,Bookcases, $247.02 ,3,0.00%, $106.20 , $14.25 ,Medium
23363,IN-2012-RR193157-41081,06/21/2021,06/26/2021,Standard Class,RR-193157,Consumer,Queensland,Australia,Oceania,Asia Pacific,TEC-PH-5347,Technology,Phones, $239.11 ,4,10.00%, $(16.01), $22.17 ,High
23365,IN-2012-RR193157-41081,06/21/2021,06/26/2021,Standard Class,RR-193157,Consumer,Queensland,Australia,Oceania,Asia Pacific,FUR-BO-5746,Furniture,Bookcases, $462.67 ,3,10.00%, $25.63 , $55.28 ,High
42276,NI-2012-AG52595-41082,06/22/2021,06/24/2021,First Class,AG-52595,Corporate,Kano,Nigeria,Western Africa,Africa,OFF-ST-4107,Office Supplies,Storage, $14.40 ,1,70.00%, $(17.76), $2.28 ,High
21159,IN-2012-CA1226559-41082,06/22/2021,06/24/2021,First Class,CA-1226559,Consumer,Jawa Tengah,Indonesia,Southeastern Asia,Asia Pacific,TEC-PH-3153,Technology,Phones, $102.34 ,1,17.00%, $30.82 , $11.57 ,Medium
35361,US-2012-DL13330140-41082,06/22/2021,06/25/2021,First Class,DL-133301408,Consumer,North Carolina,United States,Southern US,USCA,OFF-SU-2975,Office Supplies,Supplies, $3.10 ,1,20.00%, $0.35 , $1.44 ,High
42311,ZA-2012-EB3975147-41082,06/22/2021,06/28/2021,Standard Class,EB-3975147,Corporate,Harare,Zimbabwe,Eastern Africa,Africa,OFF-ST-6282,Office Supplies,Storage, $16.41 ,1,70.00%, $(32.82), $1.86 ,Low
46150,IZ-2012-MM828061-41082,06/22/2021,06/28/2021,Standard Class,MM-828061,Corporate,Al Qadisiyah,Iraq,Western Asia,Asia Pacific,FUR-FU-6254,Furniture,Furnishings, $110.04 ,1,0.00%, $8.79 , $8.94 ,Medium
45014,SA-2012-JD6150110-41082,06/22/2021,06/28/2021,Standard Class,JD-6150110,Corporate,Ar Riyad,Saudi Arabia,Western Asia,Asia Pacific,TEC-PH-5358,Technology,Phones, $248.88 ,2,0.00%, $49.74 , $43.42 ,Low
45015,SA-2012-JD6150110-41082,06/22/2021,06/28/2021,Standard Class,JD-6150110,Corporate,Ar Riyad,Saudi Arabia,Western Asia,Asia Pacific,FUR-CH-5379,Furniture,Chairs, $457.95 ,1,0.00%, $146.52 , $73.37 ,Low
7625,US-2012-PB1915055-41083,06/23/2021,06/26/2021,First Class,PB-1915055,Consumer,Cortés,Honduras,Central America,LATAM,OFF-ST-4250,Office Supplies,Storage, $62.98 ,8,40.00%, $(2.14), $6.31 ,Medium
12982,ES-2012-AG10900120-41083,06/23/2021,06/27/2021,Standard Class,AG-10900120,Consumer,Madrid,Spain,Southern Europe,Europe,OFF-BI-3738,Office Supplies,Binders, $45.72 ,6,0.00%, $20.52 , $5.96 ,High
12981,ES-2012-AG10900120-41083,06/23/2021,06/27/2021,Standard Class,AG-10900120,Consumer,Madrid,Spain,Southern Europe,Europe,OFF-AR-6119,Office Supplies,Art, $173.46 ,7,0.00%, $55.44 , $13.94 ,High
28104,IN-2012-BH117107-41083,06/23/2021,06/28/2021,Standard Class,BH-117107,Consumer,Queensland,Australia,Oceania,Asia Pacific,OFF-FA-6196,Office Supplies,Fasteners, $25.38 ,2,10.00%, $8.70 , $2.04 ,Medium
48153,SA-2012-JH5820110-41083,06/23/2021,06/28/2021,Standard Class,JH-5820110,Consumer,Makkah,Saudi Arabia,Western Asia,Asia Pacific,TEC-PH-5831,Technology,Phones, $391.86 ,6,0.00%, $113.58 , $19.40 ,Medium
5764,MX-2012-MS17530101-41083,06/23/2021,06/28/2021,Second Class,MS-17530101,Consumer,Lima (city),Peru,South America,LATAM,TEC-AC-5874,Technology,Accessories, $91.13 ,2,40.00%, $9.09 , $2.26 ,Medium
1092,MX-2012-BP1123028-41083,06/23/2021,06/28/2021,Standard Class,BP-1123028,Consumer,Quindío,Colombia,South America,LATAM,OFF-LA-4542,Office Supplies,Labels, $22.00 ,4,0.00%, $7.44 , $1.48 ,Medium
5761,MX-2012-MS17530101-41083,06/23/2021,06/28/2021,Second Class,MS-17530101,Consumer,Lima (city),Peru,South America,LATAM,OFF-AR-5918,Office Supplies,Art, $28.22 ,3,40.00%, $2.30 , $2.96 ,Medium
36143,CA-2012-GK14620140-41084,06/24/2021,06/26/2021,Second Class,GK-146201404,Corporate,Oregon,United States,Western US,USCA,TEC-PH-5599,Technology,Phones, $263.96 ,5,20.00%, $19.80 , $44.91 ,High
4650,MX-2012-PK1907582-41084,06/24/2021,06/29/2021,Standard Class,PK-1907582,Consumer,Colima,Mexico,Central America,LATAM,TEC-PH-5829,Technology,Phones, $136.14 ,3,0.00%, $10.86 , $12.92 ,High
27562,IN-2012-JS1603059-41084,06/24/2021,07/01/2021,Standard Class,JS-1603059,Consumer,Jakarta,Indonesia,Southeastern Asia,Asia Pacific,OFF-AP-4491,Office Supplies,Appliances, $58.96 ,1,17.00%, $6.37 , $8.90 ,Low
41734,AG-2012-BM17853-41085,06/25/2021,07/01/2021,Standard Class,BM-17853,Consumer,Oran,Algeria,North Africa,Africa,OFF-ST-6283,Office Supplies,Storage, $433.92 ,8,0.00%, $164.88 , $15.37 ,Medium
26453,ID-2012-SC205757-41086,06/26/2021,06/26/2021,Same Day,SC-205757,Consumer,Victoria,Australia,Oceania,Asia Pacific,OFF-LA-4694,Office Supplies,Labels, $25.03 ,3,10.00%, $(0.35), $4.97 ,Medium
2183,US-2012-JD160605-41086,06/26/2021,06/26/2021,Same Day,JD-160605,Consumer,San Juan,Argentina,South America,LATAM,FUR-BO-4859,Furniture,Bookcases, $136.27 ,2,40.00%, $(27.29), $4.36 ,Medium
19726,ES-2012-RA1988548-41086,06/26/2021,06/27/2021,Same Day,RA-1988548,Corporate,Hesse,Germany,Western Europe,Europe,OFF-AR-3467,Office Supplies,Art, $122.22 ,7,0.00%, $49.98 , $16.39 ,High
29825,IN-2012-CR12625102-41086,06/26/2021,06/28/2021,First Class,CR-12625102,Home Office,National Capital,Philippines,Southeastern Asia,Asia Pacific,OFF-EN-5022,Office Supplies,Envelopes, $58.67 ,7,45.00%, $(33.10), $1.44 ,High
42784,CA-2012-NB858023-41086,06/26/2021,06/28/2021,First Class,NB-858023,Corporate,Quebec,Canada,Canada,USCA,OFF-AR-3470,Office Supplies,Art, $99.84 ,2,0.00%, $32.94 , $39.56 ,Critical
48110,NI-2012-RH951095-41086,06/26/2021,06/30/2021,Standard Class,RH-951095,Home Office,Lagos,Nigeria,Western Africa,Africa,FUR-FU-3029,Furniture,Furnishings, $50.47 ,4,70.00%, $(33.65), $2.77 ,Medium
17024,ES-2012-SC2068064-41086,06/26/2021,06/30/2021,Standard Class,SC-2068064,Home Office,Lombardy,Italy,Southern Europe,Europe,TEC-CO-4569,Technology,Copiers, $527.34 ,2,0.00%, $131.82 , $39.48 ,Medium
33575,CA-2012-LM17065140-41086,06/26/2021,06/30/2021,Standard Class,LM-170651408,Consumer,Mississippi,United States,Southern US,USCA,TEC-AC-6076,Technology,Accessories, $223.96 ,4,0.00%, $53.75 , $10.79 ,Medium
13202,ES-2012-RP19390120-41086,06/26/2021,07/02/2021,Standard Class,RP-19390120,Consumer,Madrid,Spain,Southern Europe,Europe,OFF-AR-6122,Office Supplies,Art, $41.28 ,4,0.00%, $18.12 , $2.33 ,Medium
3823,MX-2012-CD1228018-41086,06/26/2021,07/03/2021,Standard Class,CD-1228018,Consumer,Pernambuco,Brazil,South America,LATAM,OFF-EN-4920,Office Supplies,Envelopes, $138.72 ,8,0.00%, $56.80 , $12.90 ,Medium
3825,MX-2012-CD1228018-41086,06/26/2021,07/03/2021,Standard Class,CD-1228018,Consumer,Pernambuco,Brazil,South America,LATAM,OFF-AP-4509,Office Supplies,Appliances, $113.88 ,3,0.00%, $3.36 , $7.71 ,Medium
32117,CA-2012-CA12775140-41087,06/27/2021,07/01/2021,Standard Class,CA-127751406,Consumer,Pennsylvania,United States,Eastern US,USCA,OFF-BI-4362,Office Supplies,Binders, $31.09 ,3,70.00%, $(22.80), $2.30 ,High
